Standing Stones of Stenness Scotland (Srvban),0.171083,0.0694385,0.0533735,0.0332306,0.0420429,0.0148282,0.0599804,0.0340528,0.0292564,0.058271,0.0134978,0.0433173,0.0323068,0.0600942,0.0710005,0.214227
Statue of Winston Churchill London (Mistvan),0.125522,0.0698133,0.0651301,0.0223604,0.0206887,0.00825192,0.0751395,0.0219995,0.0141186,0.0639495,0.00719643,0.0246263,0.0195976,0.0774287,0.0773407,0.306837
Stoclet Palace Brussels (Dimsfikas),0.113496,0.0697368,0.049351,0.0264423,0.0345526,0.0105629,0.0782014,0.0278346,0.0100184,0.0663405,0.00541506,0.0377713,0.019017,0.0845153,0.0720216,0.294723
The Great Buddha of Kamakura Japan (Dirk Beyer),0.110087,0.0748192,0.0520831,0.0200538,0.0182,0.00837612,0.0676924,0.0255636,0.0104548,0.0582155,0.00541394,0.0236513,0.0143795,0.0799576,0.0765172,0.354535
The Great Sphinx at Giza Egypt (Berthold Werner),0.113997,0.0977936,0.0425446,0.0275075,0.0200886,0.00936496,0.0670718,0.0288903,0.0106124,0.0634611,0.0047727,0.0248364,0.0169268,0.0777288,0.0904806,0.303923
The Great Wall of China (Nicolas Perrault III),0.116293,0.0971842,0.0534594,0.0211291,0.0120584,0.00423324,0.0736213,0.0182151,0.00953631,0.0625795,0.00302707,0.0123127,0.0131837,0.0810138,0.0775754,0.344578
The Valle de los Caidos (Pablo Forcen Soler),0.107799,0.0835245,0.0570111,0.0248034,0.0199002,0.00620953,0.0829784,0.0241276,0.00895696,0.070445,0.00345891,0.0223108,0.0158882,0.0912593,0.0881814,0.293146
Town Hall of Bremen (AssetBurned),0.109037,0.0743372,0.0433819,0.0155363,0.0292412,0.00444674,0.0670279,0.0117245,0.00835911,0.0627111,0.00354356,0.0283086,0.0132291,0.0668226,0.0638658,0.398427
Turin Cathedral (moi-meme),0.105864,0.0643246,0.0399625,0.0224547,0.0249033,0.0103166,0.0548377,0.0282626,0.0162835,0.0453992,0.00797254,0.0286322,0.0175265,0.0649282,0.0616967,0.406635
Wainwright Building Missouri (Holger.Ellgaard),0.0773777,0.0806284,0.0554705,0.0198505,0.0168949,0.00440117,0.108363,0.0209556,0.00460378,0.0703072,0.00158591,0.0150015,0.00973269,0.116534,0.0785189,0.319774
